time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,niente,niente,data,ora
1.0967254638671875e-05,2.2,8.3,-46.38016055045871,470.5922475961538,0.0,0.0,03/08/2021,11:52:51
4.635916471481323,2.1,8.1,7.249426605504584,512.4975961538461,0.0,0.0,03/08/2021,11:52:55
7.358987092971802,2.1,7.8,-89.74197247706421,522.8879206730769,0.0,0.0,03/08/2021,11:52:58
10.132726907730103,2.1,7.4,-24.955275229357795,448.84825721153845,0.0,0.0,03/08/2021,11:53:01
12.846607685089111,2.1,7.2,28.59346330275229,-121.38100961538461,0.0,0.0,03/08/2021,11:53:03
15.60320496559143,2.1,7.5,-16.493119266055047,514.7683293269231,0.0,0.0,03/08/2021,11:53:06
18.402512073516846,2.1,7.4,6.494839449541283,120.0048076923077,0.0,0.0,03/08/2021,11:53:09
21.179076433181763,2.2,8.7,-73.89564220183486,511.2590144230769,0.0,0.0,03/08/2021,11:53:12
23.901136875152588,2.1,8.4,-3.045298165137616,554.1965144230769,0.0,0.0,03/08/2021,11:53:14
26.621309995651245,2.1,8.1,2.371559633027522,496.3272235576923,0.0,0.0,03/08/2021,11:53:17
29.37205934524536,2.1,7.8,-48.455275229357795,516.6950120192307,0.0,0.0,03/08/2021,11:53:20
32.16657114028931,2.1,7.6,32.85149082568806,527.1541466346154,0.0,0.0,03/08/2021,11:53:23
34.91816163063049,2.1,7.4,-55.758600917431195,518.4840745192307,0.0,0.0,03/08/2021,11:53:25
37.69760060310364,2.0,7.2,-44.95183486238532,510.15805288461536,0.0,0.0,03/08/2021,11:53:28
40.4511775970459,2.1,7.3,-44.89793577981651,521.3740985576923,0.0,0.0,03/08/2021,11:53:31
43.264559507369995,2.1,7.2,-59.50458715596331,545.1823918269231,0.0,0.0,03/08/2021,11:53:34
45.99604558944702,2.1,6.8,-27.677178899082566,524.2641225961538,0.0,0.0,03/08/2021,11:53:36
48.751667499542236,2.1,6.8,-32.716743119266056,527.7046274038461,0.0,0.0,03/08/2021,11:53:39
51.490123987197876,2.0,5.1,-39.69667431192661,434.6045673076923,0.0,0.0,03/08/2021,11:53:42
54.25462889671326,1.9,5.0,-81.17201834862384,510.29567307692304,0.0,0.0,03/08/2021,11:53:45
57.035377740859985,1.9,4.9,-73.92259174311926,539.1959134615385,0.0,0.0,03/08/2021,11:53:47
59.82169198989868,1.9,5.7,-1.8325688073394486,-234.57361778846152,0.0,0.0,03/08/2021,11:53:50
62.62213444709778,2.0,5.7,-13.905963302752292,546.2833533653846,0.0,0.0,03/08/2021,11:53:53
65.39447951316833,1.9,5.7,33.39048165137614,220.39873798076923,0.0,0.0,03/08/2021,11:53:56
68.21617794036865,2.0,5.8,-5.524655963302752,514.8371394230769,0.0,0.0,03/08/2021,11:53:59
71.05146765708923,1.9,7.2,-64.7058486238532,535.2049278846154,0.0,0.0,03/08/2021,11:54:01
73.87372899055481,1.9,6.3,70.06880733944953,371.36808894230774,0.0,0.0,03/08/2021,11:54:04
76.6481204032898,1.9,6.2,1.7786697247706407,529.7689302884615,0.0,0.0,03/08/2021,11:54:07
79.47810411453247,1.9,6.0,-57.564220183486235,437.9762620192308,0.0,0.0,03/08/2021,11:54:10
82.30154705047607,2.0,6.2,-41.58314220183487,498.39152644230774,0.0,0.0,03/08/2021,11:54:13
85.00773239135742,2.0,6.1,-57.564220183486235,482.97806490384613,0.0,0.0,03/08/2021,11:54:15
87.768319606781,2.0,6.2,-31.881307339449535,531.1451322115385,0.0,0.0,03/08/2021,11:54:18
90.51529359817505,2.0,6.2,-106.23509174311926,500.3870192307692,0.0,0.0,03/08/2021,11:54:21
93.22132158279419,2.0,6.2,-14.013761467889907,512.2223557692307,0.0,0.0,03/08/2021,11:54:24
95.97816324234009,1.9,6.2,-25.224770642201833,455.45402644230774,0.0,0.0,03/08/2021,11:54:26
98.77538561820984,2.0,5.8,-69.98795871559632,-214.82512019230768,0.0,0.0,03/08/2021,11:54:29
101.5102310180664,2.0,5.7,12.477637614678894,489.44621394230774,0.0,0.0,03/08/2021,11:54:32
104.2705307006836,1.9,4.4,-3.2339449541284404,496.3272235576923,0.0,0.0,03/08/2021,11:54:35
107.04611611366272,2.0,4.6,-97.98853211009174,519.7914663461538,0.0,0.0,03/08/2021,11:54:37
