time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,niente,niente,data,ora
5.4836273193359375e-06,1.2,5.5,97.6112385321101,1261.5643028846152,0.0,0.0,05/08/2021,12:34:51
4.338271141052246,1.2,5.4,210.58371559633028,1464.003605769231,0.0,0.0,05/08/2021,12:34:55
7.036996841430664,1.1,4.0,-13.771215596330265,1833.8578725961538,0.0,0.0,05/08/2021,12:34:58
10.160154819488525,1.1,3.9,104.59116972477064,1733.188701923077,0.0,0.0,05/08/2021,12:35:01
13.02521800994873,1.1,4.0,11.372706422018345,1673.8743990384614,0.0,0.0,05/08/2021,12:35:03
15.763081312179565,1.1,4.7,21.12844036697247,1178.9233774038462,0.0,0.0,05/08/2021,12:35:06
18.58218741416931,1.1,4.7,108.98394495412843,1555.176983173077,0.0,0.0,05/08/2021,12:35:09
21.387660026550293,0.7,2.5,242.35722477064215,1375.0321514423078,0.0,0.0,05/08/2021,12:35:12
24.12783694267273,0.8,2.6,26.033256880733934,1266.3810096153845,0.0,0.0,05/08/2021,12:35:15
26.890405416488647,0.8,2.5,91.00860091743118,1093.1859975961538,0.0,0.0,05/08/2021,12:35:17
29.561686754226685,0.8,2.6,98.95871559633026,987.0120192307692,0.0,0.0,05/08/2021,12:35:20
32.325429916381836,0.7,2.5,38.915137614678905,809.55078125,0.0,0.0,05/08/2021,12:35:23
35.078521966934204,0.7,2.5,64.19380733944953,887.8566706730769,0.0,0.0,05/08/2021,12:35:26
37.84814667701721,0.7,2.6,182.1788990825688,813.9546274038461,0.0,0.0,05/08/2021,12:35:28
40.65153956413269,0.8,2.6,-63.54701834862385,867.3512620192307,0.0,0.0,05/08/2021,12:35:31
43.4571750164032,0.7,2.6,47.35034403669723,343.43118990384613,0.0,0.0,05/08/2021,12:35:34
46.18975377082825,0.7,2.8,585.9099770642201,787.6003605769231,0.0,0.0,05/08/2021,12:35:37
48.89285492897034,0.7,2.8,878.851490825688,749.9612379807692,0.0,0.0,05/08/2021,12:35:39
51.61362838745117,0.7,4.2,-395.64621559633025,703.5144230769231,0.0,0.0,05/08/2021,12:35:42
54.344862937927246,0.8,5.1,-63.7895642201835,-78.44350961538461,0.0,0.0,05/08/2021,12:35:45
57.074095010757446,0.9,6.1,386.3755733944954,471.41796875,0.0,0.0,05/08/2021,12:35:48
59.841779708862305,0.9,6.0,-161.40080275229357,353.0646033653846,0.0,0.0,05/08/2021,12:35:50
62.54500126838684,0.9,6.1,-212.49713302752292,234.02313701923077,0.0,0.0,05/08/2021,12:35:53
65.26374554634094,0.9,6.2,-136.93061926605506,-335.58683894230774,0.0,0.0,05/08/2021,12:35:56
67.98675012588501,0.9,6.2,-159.72993119266056,63.51171875,0.0,0.0,05/08/2021,12:35:58
70.74385380744934,0.9,5.6,193.1473623853211,78.5811298076923,0.0,0.0,05/08/2021,12:36:01
73.53736758232117,0.9,5.8,134.37041284403668,5.780048076923077,0.0,0.0,05/08/2021,12:36:04
76.27017140388489,0.9,5.8,-110.52006880733946,-93.99459134615384,0.0,0.0,05/08/2021,12:36:07
79.02282094955444,0.9,5.8,-131.62155963302752,-14.518930288461538,0.0,0.0,05/08/2021,12:36:09
81.79933500289917,0.9,5.8,108.25630733944952,-1174.7259615384614,0.0,0.0,05/08/2021,12:36:12
84.6547908782959,0.9,5.8,-7.033830275229358,-203.26502403846152,0.0,0.0,05/08/2021,12:36:15
87.37212252616882,0.9,5.8,242.89621559633025,-454.421875,0.0,0.0,05/08/2021,12:36:18
90.04390621185303,0.9,5.8,254.18807339449535,-309.3701923076923,0.0,0.0,05/08/2021,12:36:21
92.75105166435242,0.9,5.8,81.33371559633026,-262.2352764423077,0.0,0.0,05/08/2021,12:36:23
95.4161114692688,0.9,5.8,-203.92717889908258,-228.93118990384616,0.0,0.0,05/08/2021,12:36:26
98.14756202697754,0.9,5.0,151.64506880733947,-365.79447115384613,0.0,0.0,05/08/2021,12:36:29
100.88270926475525,1.0,5.0,13.744266055045872,-403.5024038461538,0.0,0.0,05/08/2021,12:36:31
103.61715769767761,1.0,6.0,234.91915137614677,-299.66796875,0.0,0.0,05/08/2021,12:36:34
106.33820962905884,1.0,6.0,-54.46502293577982,-275.5844350961538,0.0,0.0,05/08/2021,12:36:37
109.09512519836426,1.0,6.1,-163.7993119266055,-294.30078125,0.0,0.0,05/08/2021,12:36:40
111.79709339141846,1.0,6.1,-152.34575688073392,-280.19471153846155,0.0,0.0,05/08/2021,12:36:42
114.54252457618713,1.0,6.1,35.14220183486238,-411.9660456730769,0.0,0.0,05/08/2021,12:36:45
117.30415916442871,1.0,6.1,-4.123279816513764,-591.8356370192307,0.0,0.0,05/08/2021,12:36:48
120.05648875236511,1.0,6.1,17.22075688073394,-277.92397836538464,0.0,0.0,05/08/2021,12:36:51
122.81621813774109,1.0,6.1,48.53612385321101,-692.9176682692307,0.0,0.0,05/08/2021,12:36:53
125.56610250473022,1.0,6.1,54.141628440366965,-338.40805288461536,0.0,0.0,05/08/2021,12:36:56
128.32594323158264,1.0,5.9,67.40080275229357,-504.515625,0.0,0.0,05/08/2021,12:36:59
131.0855679512024,1.1,5.9,-77.47993119266054,-407.0805288461538,0.0,0.0,05/08/2021,12:37:02
133.8365113735199,1.1,5.3,62.30733944954128,-707.0925480769231,0.0,0.0,05/08/2021,12:37:04
136.6199700832367,0.9,3.8,88.74483944954126,-956.7355769230769,0.0,0.0,05/08/2021,12:37:07
139.39622616767883,0.9,2.9,103.13589449541283,-367.65234375,0.0,0.0,05/08/2021,12:37:10
142.1792504787445,0.9,2.9,129.57339449541283,-1072.955829326923,0.0,0.0,05/08/2021,12:37:13
144.93578577041626,0.9,2.8,0.40424311926605505,-406.53004807692304,0.0,0.0,05/08/2021,12:37:15
147.7025465965271,0.9,2.8,81.87270642201833,-1103.8515625,0.0,0.0,05/08/2021,12:37:18
150.52202773094177,0.9,2.8,-1.6978211009174304,-485.11117788461536,0.0,0.0,05/08/2021,12:37:21
153.2740035057068,0.9,2.9,161.697247706422,-844.9191706730769,0.0,0.0,05/08/2021,12:37:24
156.094135761261,0.9,2.8,142.91341743119264,-654.1087740384615,0.0,0.0,05/08/2021,12:37:27
158.87658643722534,0.9,2.8,77.91112385321101,-750.6493389423076,0.0,0.0,05/08/2021,12:37:29
161.69216918945312,0.9,2.8,-56.16284403669725,-1002.7007211538461,0.0,0.0,05/08/2021,12:37:32
164.4768853187561,0.9,2.8,27.32683486238531,-575.18359375,0.0,0.0,05/08/2021,12:37:35
167.25102543830872,0.9,2.8,-17.705848623853207,-1497.3765024038462,0.0,0.0,05/08/2021,12:37:38
170.04096364974976,0.9,2.8,-40.74770642201835,-370.8864182692308,0.0,0.0,05/08/2021,12:37:40
172.80620098114014,0.9,2.8,74.43463302752293,-897.4900841346155,0.0,0.0,05/08/2021,12:37:43
175.57611179351807,1.0,2.8,315.8216743119266,-299.7367788461538,0.0,0.0,05/08/2021,12:37:46
178.37985038757324,1.0,2.8,59.34288990825687,-210.0772235576923,0.0,0.0,05/08/2021,12:37:49
181.1753523349762,1.0,2.8,-198.88761467889907,-366.55138221153845,0.0,0.0,05/08/2021,12:37:52
183.9821071624756,0.9,3.5,-64.13990825688073,-1.4450120192307692,0.0,0.0,05/08/2021,12:37:54
186.7625391483307,0.9,2.5,241.36009174311926,-43.90084134615385,0.0,0.0,05/08/2021,12:37:57
189.5874044895172,0.9,2.4,284.3715596330275,156.47415865384616,0.0,0.0,05/08/2021,12:38:00
192.40347409248352,0.9,2.3,-448.57511467889907,296.50270432692304,0.0,0.0,05/08/2021,12:38:03
195.21199822425842,0.9,2.3,-307.8176605504587,-219.57301682692307,0.0,0.0,05/08/2021,12:38:06
198.02500414848328,0.8,2.3,-95.15883027522939,362.69801682692304,0.0,0.0,05/08/2021,12:38:08
200.8582398891449,0.9,2.3,-283.5091743119266,339.71544471153845,0.0,0.0,05/08/2021,12:38:11
203.66790008544922,0.9,2.4,109.30733944954125,620.2542067307692,0.0,0.0,05/08/2021,12:38:14
206.48536682128906,0.9,2.5,-24.820527522935784,861.1583533653846,0.0,0.0,05/08/2021,12:38:17
209.3167016506195,0.9,2.5,-48.37442660550459,855.171875,0.0,0.0,05/08/2021,12:38:20
212.1435146331787,0.9,2.5,47.215596330275226,1079.7680288461538,0.0,0.0,05/08/2021,12:38:23
214.97276902198792,0.9,2.6,-88.28669724770643,1353.6322115384614,0.0,0.0,05/08/2021,12:38:25
217.75857973098755,0.9,1.9,490.4547018348623,1568.594951923077,0.0,0.0,05/08/2021,12:38:28
220.57944774627686,0.9,1.9,121.3268348623853,1862.5516826923076,0.0,0.0,05/08/2021,12:38:31
223.39537262916565,0.9,1.9,291.2706422018349,1883.3323317307693,0.0,0.0,05/08/2021,12:38:34
226.1940882205963,0.9,1.9,-146.9288990825688,1881.3368389423076,0.0,0.0,05/08/2021,12:38:37
228.9352536201477,0.9,1.9,-190.1290137614679,1789.2001201923076,0.0,0.0,05/08/2021,12:38:39
231.67526245117188,0.9,1.8,75.62041284403666,1395.5375600961538,0.0,0.0,05/08/2021,12:38:42
234.41493320465088,0.9,1.9,-87.47821100917432,1787.686298076923,0.0,0.0,05/08/2021,12:38:45
237.14197158813477,0.8,1.8,-18.810779816513776,1714.8852163461538,0.0,0.0,05/08/2021,12:38:48
239.92270874977112,0.8,1.7,3.9076834862385317,1453.3380408653845,0.0,0.0,05/08/2021,12:38:50
242.68014430999756,0.8,1.7,-43.415711009174316,1576.4393028846152,0.0,0.0,05/08/2021,12:38:53
245.46606516838074,0.8,1.8,70.66169724770641,1473.705829326923,0.0,0.0,05/08/2021,12:38:56
248.44166803359985,0.8,2.2,108.20240825688073,1360.0315504807693,0.0,0.0,05/08/2021,12:38:59
251.24815344810486,0.8,2.9,132.96903669724767,742.0480769230769,0.0,0.0,05/08/2021,12:39:02
253.9935531616211,0.8,2.8,-136.0951834862385,1121.7421875,0.0,0.0,05/08/2021,12:39:04
256.72688341140747,0.8,2.8,-30.668577981651378,1069.5841346153845,0.0,0.0,05/08/2021,12:39:07
259.47606682777405,0.8,2.8,-40.04701834862386,973.7316706730769,0.0,0.0,05/08/2021,12:39:10
262.2280640602112,0.8,2.8,306.79357798165137,880.3563701923076,0.0,0.0,05/08/2021,12:39:13
264.9759373664856,0.8,2.8,-72.7637614678899,849.1165865384615,0.0,0.0,05/08/2021,12:39:15
267.70535159111023,0.8,2.2,-43.30791284403671,195.07662259615387,0.0,0.0,05/08/2021,12:39:18
270.4665629863739,0.8,2.2,255.42775229357795,745.6950120192307,0.0,0.0,05/08/2021,12:39:21
273.2259020805359,0.8,2.2,210.9879587155963,340.6787860576923,0.0,0.0,05/08/2021,12:39:24
275.961443901062,0.8,2.2,-212.3623853211009,474.51442307692304,0.0,0.0,05/08/2021,12:39:26
278.6949269771576,0.8,2.3,-36.57052752293579,367.1018629807692,0.0,0.0,05/08/2021,12:39:29
281.49057507514954,0.8,2.3,-15.199541284403661,486.41856971153845,0.0,0.0,05/08/2021,12:39:32
284.28912138938904,0.8,2.3,246.10321100917426,-184.20462740384616,0.0,0.0,05/08/2021,12:39:35
287.05963826179504,0.8,2.2,1.994266055045873,181.79627403846152,0.0,0.0,05/08/2021,12:39:38
289.8603835105896,0.8,2.1,3.6112385321100855,-402.6078725961538,0.0,0.0,05/08/2021,12:39:40
292.63061809539795,0.8,3.2,100.30619266055047,49.74969951923077,0.0,0.0,05/08/2021,12:39:43
295.4126892089844,0.8,3.2,47.37729357798163,47.27253605769231,0.0,0.0,05/08/2021,12:39:46
298.2330906391144,0.8,3.0,19.996559633027523,-443.1370192307692,0.0,0.0,05/08/2021,12:39:49
301.00740671157837,0.8,3.0,4.177178899082568,242.0051081730769,0.0,0.0,05/08/2021,12:39:51
303.8430030345917,0.7,3.3,119.0630733944954,-31.44621394230769,0.0,0.0,05/08/2021,12:39:54
306.5829999446869,0.7,3.3,-1.9942660550458693,336.82542067307696,0.0,0.0,05/08/2021,12:39:57
309.3644254207611,0.8,3.3,185.9248853211009,150.83173076923077,0.0,0.0,05/08/2021,12:40:00
312.0906467437744,0.8,3.3,168.05733944954125,188.4708533653846,0.0,0.0,05/08/2021,12:40:03
314.8729455471039,0.7,3.3,150.08199541284404,61.10336538461538,0.0,0.0,05/08/2021,12:40:05
317.6438446044922,0.8,3.2,194.97993119266053,85.66856971153845,0.0,0.0,05/08/2021,12:40:08
320.4371066093445,0.8,3.2,10.698967889908257,-227.76141826923077,0.0,0.0,05/08/2021,12:40:11
323.2474150657654,0.8,3.2,111.54415137614677,-1060.2947716346152,0.0,0.0,05/08/2021,12:40:14
326.0129544734955,0.8,3.2,91.22419724770641,-419.74158653846155,0.0,0.0,05/08/2021,12:40:16
328.76862931251526,0.8,3.1,151.91456422018348,-536.7875600961538,0.0,0.0,05/08/2021,12:40:19
331.5589601993561,0.8,3.0,180.45412844036693,-681.5640024038461,0.0,0.0,05/08/2021,12:40:22
334.3424837589264,0.8,2.4,199.04931192660547,-739.2956730769231,0.0,0.0,05/08/2021,12:40:25
337.1076114177704,0.8,2.4,216.02752293577979,-721.0609975961539,0.0,0.0,05/08/2021,12:40:28
339.8631510734558,0.8,2.4,202.44495412844034,-1026.7842548076922,0.0,0.0,05/08/2021,12:40:30
342.6195571422577,0.7,2.4,260.2517201834862,-833.6343149038461,0.0,0.0,05/08/2021,12:40:33
345.39204120635986,0.7,2.4,292.483371559633,-1034.3533653846152,0.0,0.0,05/08/2021,12:40:36
348.1977071762085,0.7,2.4,255.26605504587158,-1907.0030048076922,0.0,0.0,05/08/2021,12:40:39
350.9610023498535,0.7,3.2,58.77694954128439,-1091.1905048076922,0.0,0.0,05/08/2021,12:40:41
353.7181866168976,0.7,3.2,270.11525229357795,-2000.3094951923076,0.0,0.0,05/08/2021,12:40:44
356.5052020549774,0.7,3.3,73.08715596330273,-1078.2542067307693,0.0,0.0,05/08/2021,12:40:47
359.27816939353943,0.7,3.2,153.1003440366972,-1396.2256610576922,0.0,0.0,05/08/2021,12:40:50
362.02845668792725,0.7,3.4,163.7993119266055,-1094.01171875,0.0,0.0,05/08/2021,12:40:52
364.77862071990967,0.7,4.2,141.35034403669724,-1144.3118990384614,0.0,0.0,05/08/2021,12:40:55
367.5279049873352,0.7,4.2,262.48853211009174,-1080.8689903846152,0.0,0.0,05/08/2021,12:40:58
370.2934672832489,0.7,4.2,223.86983944954127,-1256.6787860576922,0.0,0.0,05/08/2021,12:41:01
373.09934401512146,0.7,4.2,167.24885321100913,-1043.2298677884614,0.0,0.0,05/08/2021,12:41:04
375.89512825012207,0.8,3.2,-203.92717889908258,-1135.4353966346152,0.0,0.0,05/08/2021,12:41:06
378.62960863113403,0.8,3.2,-328.3801605504587,-1161.9272836538462,0.0,0.0,05/08/2021,12:41:09
381.41258668899536,0.8,3.1,-65.99942660550461,-1103.9203725961538,0.0,0.0,05/08/2021,12:41:12
384.1822175979614,0.8,3.2,4.069380733944945,-1274.6382211538462,0.0,0.0,05/08/2021,12:41:15
387.04387402534485,0.8,3.0,259.95527522935777,-1060.01953125,0.0,0.0,05/08/2021,12:41:18
389.8319411277771,0.8,3.0,292.07912844036696,-1608.7112379807693,0.0,0.0,05/08/2021,12:41:20
392.6445121765137,0.8,3.4,-170.61754587155963,-1000.7052283653846,0.0,0.0,05/08/2021,12:41:23
395.40481996536255,0.8,3.4,20.158256880733934,-1129.5865384615386,0.0,0.0,05/08/2021,12:41:26
398.2076976299286,0.8,3.5,-90.87385321100916,-1776.2638221153845,0.0,0.0,05/08/2021,12:41:29
400.97693514823914,0.8,4.2,-80.33658256880734,-954.2584134615385,0.0,0.0,05/08/2021,12:41:31
403.7260625362396,0.9,4.3,-80.65997706422017,-881.9390024038461,0.0,0.0,05/08/2021,12:41:34
406.48422837257385,0.9,4.3,56.32454128440367,-888.26953125,0.0,0.0,05/08/2021,12:41:37
409.2431905269623,0.9,4.4,221.4174311926605,-1265.4864783653845,0.0,0.0,05/08/2021,12:41:40
411.99626088142395,0.9,5.3,-122.86295871559632,-523.0255408653846,0.0,0.0,05/08/2021,12:41:42
414.7948794364929,0.9,5.0,97.53038990825684,-1201.4242788461538,0.0,0.0,05/08/2021,12:41:45
417.6020896434784,0.9,5.0,-38.564793577981625,-282.05258413461536,0.0,0.0,05/08/2021,12:41:48
420.3910541534424,0.9,5.0,317.1961009174312,-443.06820913461536,0.0,0.0,05/08/2021,12:41:51
423.1804213523865,0.9,6.3,58.37270642201835,-572.4311899038461,0.0,0.0,05/08/2021,12:41:54
425.93049573898315,1.0,6.8,145.79701834862385,-101.49489182692308,0.0,0.0,05/08/2021,12:41:56
428.6920847892761,1.0,6.8,200.5045871559633,-253.4275841346154,0.0,0.0,05/08/2021,12:41:59
431.4377100467682,1.0,6.8,-28.485665137614674,-323.6826923076923,0.0,0.0,05/08/2021,12:42:02
434.1985352039337,1.0,5.9,-101.95011467889907,27.52403846153846,0.0,0.0,05/08/2021,12:42:05
436.94566082954407,1.0,5.9,243.9741972477064,-188.67728365384616,0.0,0.0,05/08/2021,12:42:07
439.7020184993744,1.0,5.9,159.27178899082568,-11.62890625,0.0,0.0,05/08/2021,12:42:10
