time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,WE_NO2  [mV] ,AE_NO2  [mV] ,WE_CO  [mV] ,AE_CO [mV],data,ora
1.0967254638671875e-05,2.2,8.3,298.71875,307.15625,366.4375,280.28125,03/08/2021,11:52:51
4.635916471481323,2.1,8.1,298.40625,303.71875,370.09375,284.1875,03/08/2021,11:52:55
7.358987092971802,2.1,7.8,296.71875,308.75,366.6875,288.03125,03/08/2021,11:52:58
10.132726907730103,2.1,7.4,297.9375,305.4375,367.40625,276.34375,03/08/2021,11:53:01
12.846607685089111,2.1,7.2,299.21875,302.84375,354.40625,198.6875,03/08/2021,11:53:03
15.60320496559143,2.1,7.5,298.5625,305.25,367.65625,286.15625,03/08/2021,11:53:06
18.402512073516846,2.1,7.4,300.21875,304.71875,359.625,231.75,03/08/2021,11:53:09
21.179076433181763,2.2,8.7,297.25,308.0625,370.1875,283.9375,03/08/2021,11:53:12
23.901136875152588,2.1,8.4,298.28125,304.28125,372.8125,288.6875,03/08/2021,11:53:14
26.621309995651245,2.1,8.1,296.59375,303.0625,369.5625,282.09375,03/08/2021,11:53:17
29.37205934524536,2.1,7.8,296.28125,306.0,370.625,284.46875,03/08/2021,11:53:20
32.16657114028931,2.1,7.6,297.8125,301.84375,375.15625,283.03125,03/08/2021,11:53:23
34.91816163063049,2.1,7.4,298.34375,307.53125,369.0625,285.78125,03/08/2021,11:53:25
37.69760060310364,2.0,7.2,297.28125,306.3125,374.25,281.0625,03/08/2021,11:53:28
40.4511775970459,2.1,7.3,295.625,305.4375,370.65625,285.15625,03/08/2021,11:53:31
43.264559507369995,2.1,7.2,296.78125,306.9375,372.40625,287.59375,03/08/2021,11:53:34
45.99604558944702,2.1,6.8,295.78125,304.46875,371.40625,285.09375,03/08/2021,11:53:36
48.751667499542236,2.1,6.8,296.5625,305.1875,370.875,285.96875,03/08/2021,11:53:39
51.490123987197876,2.0,5.1,299.375,307.09375,364.40625,276.1875,03/08/2021,11:53:42
54.25462889671326,1.9,5.0,298.78125,309.3125,367.90625,285.3125,03/08/2021,11:53:45
57.035377740859985,1.9,4.9,297.78125,308.34375,371.75,287.125,03/08/2021,11:53:47
59.82169198989868,1.9,5.7,300.5,305.375,353.96875,181.84375,03/08/2021,11:53:50
62.62213444709778,2.0,5.7,298.03125,304.8125,371.34375,288.46875,03/08/2021,11:53:53
65.39447951316833,1.9,5.7,300.25,303.09375,361.28125,245.84375,03/08/2021,11:53:56
68.21617794036865,2.0,5.8,295.5,302.96875,367.4375,286.3125,03/08/2021,11:53:59
71.05146765708923,1.9,7.2,295.40625,306.53125,366.53125,290.0,03/08/2021,11:54:01
73.87372899055481,1.9,6.3,299.21875,300.3125,365.0,266.21875,03/08/2021,11:54:04
76.6481204032898,1.9,6.2,296.40625,303.0,365.53125,289.84375,03/08/2021,11:54:07
79.47810411453247,1.9,6.0,297.125,307.0,362.03125,278.28125,03/08/2021,11:54:10
82.30154705047607,2.0,6.2,297.96875,306.46875,363.65625,286.34375,03/08/2021,11:54:13
85.00773239135742,2.0,6.1,295.9375,306.375,364.28125,283.59375,03/08/2021,11:54:15
87.768319606781,2.0,6.2,296.71875,305.21875,366.40625,289.46875,03/08/2021,11:54:18
90.51529359817505,2.0,6.2,296.46875,309.625,366.03125,285.0625,03/08/2021,11:54:21
93.22132158279419,2.0,6.2,297.78125,304.6875,366.28125,286.6875,03/08/2021,11:54:24
95.97816324234009,1.9,6.2,296.125,304.5,363.1875,280.15625,03/08/2021,11:54:26
98.77538561820984,2.0,5.8,296.8125,307.59375,366.09375,176.75,03/08/2021,11:54:29
101.5102310180664,2.0,5.7,296.875,302.59375,366.3125,283.21875,03/08/2021,11:54:32
104.2705307006836,1.9,4.4,298.4375,304.375,365.53125,284.78125,03/08/2021,11:54:35
107.04611611366272,2.0,4.6,296.0,308.875,369.03125,286.0,03/08/2021,11:54:37
109.82961130142212,2.0,4.7,295.71875,303.40625,368.1875,280.71875,03/08/2021,11:54:40
112.60509777069092,2.1,5.0,297.90625,304.15625,369.40625,292.25,03/08/2021,11:54:43
115.35613751411438,2.1,5.1,298.28125,305.0625,356.8125,238.65625,03/08/2021,11:54:46
118.1348888874054,2.1,5.2,297.65625,304.28125,365.96875,288.21875,03/08/2021,11:54:49
120.94370698928833,2.1,5.2,297.6875,304.625,368.71875,286.0,03/08/2021,11:54:51
123.72422122955322,2.1,5.2,297.4375,302.96875,367.84375,287.21875,03/08/2021,11:54:54
126.49333620071411,2.1,5.1,298.28125,305.59375,364.59375,283.0625,03/08/2021,11:54:57
129.26088070869446,2.1,5.2,296.84375,303.1875,369.875,287.1875,03/08/2021,11:55:00
132.06995224952698,2.1,5.2,298.375,304.25,372.96875,291.6875,03/08/2021,11:55:03
134.82629442214966,2.1,5.9,297.875,305.96875,372.15625,294.8125,03/08/2021,11:55:05
137.60362124443054,2.1,6.1,297.46875,302.03125,369.59375,285.21875,03/08/2021,11:55:08
140.41632962226868,2.1,6.1,295.78125,301.34375,364.1875,276.28125,03/08/2021,11:55:11
143.19762444496155,2.0,5.3,295.75,303.6875,366.53125,283.71875,03/08/2021,11:55:14
146.01200127601624,2.0,5.3,296.78125,306.46875,362.4375,273.0,03/08/2021,11:55:16
148.81088209152222,2.1,5.6,296.40625,304.46875,361.375,252.09375,03/08/2021,11:55:19
151.6465198993683,2.0,5.5,296.59375,303.34375,367.84375,289.4375,03/08/2021,11:55:22
154.49932885169983,2.0,4.1,298.34375,304.90625,363.6875,279.28125,03/08/2021,11:55:25
157.40287494659424,2.0,4.1,299.28125,301.5625,361.65625,278.03125,03/08/2021,11:55:28
160.2582938671112,2.0,4.1,296.59375,309.03125,366.15625,286.6875,03/08/2021,11:55:31
163.1001477241516,2.0,4.0,295.59375,308.25,367.1875,288.28125,03/08/2021,11:55:34
165.9407286643982,2.0,3.9,299.5,302.0,367.46875,255.75,03/08/2021,11:55:36
168.7433853149414,2.0,4.0,296.6875,308.5,372.625,288.125,03/08/2021,11:55:39
171.5853626728058,2.0,3.8,295.96875,308.21875,372.96875,274.71875,03/08/2021,11:55:42
174.39930152893066,2.0,3.9,296.15625,304.6875,372.6875,294.96875,03/08/2021,11:55:45
177.16369581222534,2.0,3.9,296.1875,308.5,373.3125,289.15625,03/08/2021,11:55:48
179.9299864768982,2.0,3.8,299.71875,302.21875,363.4375,259.5,03/08/2021,11:55:50
182.71558928489685,1.9,3.8,297.1875,303.1875,374.96875,290.25,03/08/2021,11:55:53
185.49188590049744,2.0,3.8,294.28125,302.1875,369.46875,285.0625,03/08/2021,11:55:56
188.26470756530762,2.0,3.8,296.6875,305.78125,374.84375,290.65625,03/08/2021,11:55:59
191.06416082382202,1.9,3.7,295.65625,306.1875,373.0625,223.5625,03/08/2021,11:56:02
193.840407371521,1.9,4.6,295.40625,299.40625,370.84375,239.96875,03/08/2021,11:56:04
196.66829895973206,1.9,4.4,296.1875,307.46875,372.03125,288.375,03/08/2021,11:56:07
199.50136399269104,2.0,5.3,296.84375,312.03125,373.40625,273.875,03/08/2021,11:56:10
202.30843353271484,1.9,5.3,297.59375,299.375,376.40625,289.15625,03/08/2021,11:56:13
205.07838439941406,2.0,5.3,296.78125,307.0625,373.3125,259.84375,03/08/2021,11:56:16
207.88172960281372,2.0,5.3,297.46875,309.15625,379.21875,292.625,03/08/2021,11:56:18
210.66735696792603,2.1,6.3,298.125,306.75,375.6875,287.40625,03/08/2021,11:56:21
213.44410371780396,2.1,6.3,298.625,304.0,363.59375,234.21875,03/08/2021,11:56:24
216.25097966194153,2.1,6.3,297.375,307.84375,374.21875,284.59375,03/08/2021,11:56:27
219.05480813980103,2.1,5.6,295.84375,308.6875,374.4375,276.375,03/08/2021,11:56:30
221.9130232334137,2.1,5.4,298.71875,305.4375,362.53125,214.3125,03/08/2021,11:56:32
224.71171069145203,2.2,5.4,296.125,307.75,376.03125,290.65625,03/08/2021,11:56:35
227.51338005065918,2.2,5.5,296.875,306.90625,373.4375,281.40625,03/08/2021,11:56:38
230.3160755634308,2.2,5.5,296.09375,304.03125,375.75,286.3125,03/08/2021,11:56:41
233.09882855415344,2.2,5.7,297.4375,302.75,376.59375,287.875,03/08/2021,11:56:44
235.90458369255066,2.2,5.7,297.03125,303.125,380.8125,276.59375,03/08/2021,11:56:46
238.73035740852356,2.3,6.4,296.84375,304.75,377.25,288.46875,03/08/2021,11:56:49
241.5065574645996,2.3,6.8,296.5,306.78125,380.4375,286.5,03/08/2021,11:56:52
244.3130340576172,2.3,6.7,296.375,304.0,381.25,293.78125,03/08/2021,11:56:55
247.1325707435608,2.3,7.1,296.625,308.21875,379.59375,287.375,03/08/2021,11:56:58
250.12144875526428,2.3,7.0,297.65625,309.28125,380.375,284.15625,03/08/2021,11:57:01
252.92210817337036,2.3,6.9,298.03125,302.90625,362.78125,179.125,03/08/2021,11:57:03
