UNIX time mavlink, time since system boot mavlink, lat, lon, alt, relative_alt, vx, vy, vz, hdg
1634908764878989,718238,380656,718238,0,0,0,0,0,0
1634908770377136,723737,380656,723737,0,0,0,0,0,0
1634908773876526,727236,380656,727236,0,0,0,0,0,0
1634908776880544,730240,380656,730240,0,0,0,0,0,0
1634908780379033,733739,380656,733739,0,0,0,0,0,0
1634908783879119,737239,380656,737239,0,0,0,0,0,0
1634908787374174,740734,380656,740734,0,0,0,0,0,0
1634908790377065,743737,380656,743737,0,0,0,0,0,0
1634908793876226,747236,380656,747236,0,0,0,0,0,0
