time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,niente,niente,data,ora
6.9141387939453125e-06,3.3,7.4,-63.60091743119265,423.11328125,0.0,0.0,16/07/2021,11:30:37
4.3946332931518555,3.2,7.7,-32.87844036697248,418.7094350961538,0.0,0.0,16/07/2021,11:30:41
7.1705405712127686,3.2,7.4,-66.64621559633028,466.6012620192308,0.0,0.0,16/07/2021,11:30:44
10.051021337509155,3.2,7.3,10.429472477064216,390.5661057692308,0.0,0.0,16/07/2021,11:30:47
12.779886960983276,3.0,6.9,-32.959288990825684,438.0450721153846,0.0,0.0,16/07/2021,11:30:50
15.549915075302124,3.0,6.6,14.498853211009168,422.01231971153845,0.0,0.0,16/07/2021,11:30:53
18.396456718444824,3.1,6.4,-48.34747706422018,457.5871394230769,0.0,0.0,16/07/2021,11:30:55
21.17326331138611,3.1,6.2,27.62327981651376,435.15504807692304,0.0,0.0,16/07/2021,11:30:58
24.477280855178833,3.2,6.5,30.66857798165137,436.32481971153845,0.0,0.0,16/07/2021,11:31:01
27.292057752609253,3.1,6.3,34.79185779816514,444.1691706730769,0.0,0.0,16/07/2021,11:31:04
32.082273960113525,3.1,6.2,2.42545871559633,405.15384615384613,0.0,0.0,16/07/2021,11:31:09
34.88308787345886,3.1,6.1,10.348623853211004,428.8245192307692,0.0,0.0,16/07/2021,11:31:12
38.00887894630432,3.2,6.0,-70.63474770642202,429.9254807692308,0.0,0.0,16/07/2021,11:31:15
41.50466322898865,3.1,6.6,-15.28038990825688,449.32992788461536,0.0,0.0,16/07/2021,11:31:19
44.22600555419922,3.1,6.5,-11.076261467889909,432.19621394230774,0.0,0.0,16/07/2021,11:31:21
46.96991586685181,3.1,6.3,-27.78497706422018,401.16286057692304,0.0,0.0,16/07/2021,11:31:24
