time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,WE_NO2  [mV] ,AE_NO2  [mV] ,WE_CO  [mV] ,AE_CO [mV],data,ora
1.049041748046875e-05,22.1,25.9,318.15625,323.75,1023.96875,210.0625,23/09/2021,12:25:35
4.509333610534668,22.1,25.7,318.40625,321.8125,1023.96875,218.09375,23/09/2021,12:25:39
9.15912389755249,22.0,25.6,316.65625,322.40625,1008.5,210.75,23/09/2021,12:25:45
13.177364826202393,22.0,25.5,314.46875,328.21875,972.71875,204.8125,23/09/2021,12:25:49
17.253822088241577,21.9,25.6,316.03125,325.5,959.4375,222.78125,23/09/2021,12:25:52
20.73891592025757,21.8,25.0,316.46875,327.0,936.40625,224.0,23/09/2021,12:25:56
23.86731219291687,21.6,27.9,316.875,322.9375,917.5,223.0,23/09/2021,12:25:59
27.182870388031006,21.7,28.4,313.125,324.03125,890.25,204.625,23/09/2021,12:26:02
30.152273654937744,21.7,28.3,313.96875,322.21875,884.0,223.875,23/09/2021,12:26:05
33.18298697471619,21.8,28.6,314.53125,319.90625,871.34375,226.65625,23/09/2021,12:26:08
36.15067744255066,21.8,28.6,312.1875,324.03125,856.53125,228.40625,23/09/2021,12:26:11
39.26395082473755,21.9,28.7,312.0,317.4375,840.59375,232.75,23/09/2021,12:26:14
42.78498983383179,21.8,28.5,311.375,321.21875,827.625,233.25,23/09/2021,12:26:18
46.19975161552429,21.7,28.6,313.25,322.71875,798.09375,142.9375,23/09/2021,12:26:21
49.63566875457764,21.8,29.1,310.3125,317.375,805.09375,238.96875,23/09/2021,12:26:24
52.640727043151855,21.8,29.0,309.875,316.90625,795.84375,237.875,23/09/2021,12:26:27
55.64353632926941,21.8,30.0,309.28125,321.3125,786.65625,238.90625,23/09/2021,12:26:30
58.664302587509155,21.8,30.1,312.09375,316.5625,778.46875,243.28125,23/09/2021,12:26:33
61.663419246673584,21.9,30.3,308.625,317.0,769.46875,241.15625,23/09/2021,12:26:36
64.66464257240295,22.0,30.9,314.09375,316.65625,740.625,187.78125,23/09/2021,12:26:39
67.67075204849243,22.0,31.1,310.5625,317.625,752.09375,241.53125,23/09/2021,12:26:43
