time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,WE_NO2  [mV] ,AE_NO2  [mV] ,WE_CO  [mV] ,AE_CO [mV],data,ora
1.0967254638671875e-05,19.4,30.5,299.84375,312.5625,405.78125,255.28125,23/09/2021,12:35:37
4.773720026016235,19.2,30.7,299.03125,307.5,399.8125,249.71875,23/09/2021,12:35:42
8.036397218704224,19.2,30.2,299.65625,312.5,388.5,231.96875,23/09/2021,12:35:45
11.094024419784546,19.4,31.6,298.71875,306.71875,404.96875,255.5625,23/09/2021,12:35:49
14.959219932556152,19.1,29.6,301.78125,306.40625,400.78125,254.28125,23/09/2021,12:35:52
18.235445261001587,19.3,30.0,299.0625,306.71875,406.03125,262.1875,23/09/2021,12:35:55
21.460682153701782,19.4,30.0,297.25,307.46875,394.0625,247.96875,23/09/2021,12:35:58
24.4714515209198,19.4,30.3,298.25,310.46875,377.75,186.90625,23/09/2021,12:36:01
27.41623878479004,19.4,30.6,301.46875,310.96875,386.9375,235.0625,23/09/2021,12:36:04
30.458374738693237,19.4,31.5,299.1875,307.25,383.0625,219.59375,23/09/2021,12:36:07
33.48636984825134,19.4,32.5,298.0,309.09375,395.15625,179.5625,23/09/2021,12:36:10
36.52152681350708,19.5,32.5,296.6875,308.65625,384.59375,235.375,23/09/2021,12:36:13
39.470065116882324,19.4,31.5,296.8125,305.9375,397.9375,257.15625,23/09/2021,12:36:16
42.51383829116821,19.4,31.6,300.03125,311.0,399.6875,255.46875,23/09/2021,12:36:19
45.408905029296875,19.5,31.7,298.46875,305.1875,396.6875,255.1875,23/09/2021,12:36:22
48.395079135894775,19.7,32.4,300.09375,309.21875,397.40625,259.59375,23/09/2021,12:36:25
51.42920780181885,19.6,29.8,302.40625,307.34375,397.1875,261.40625,23/09/2021,12:36:28
54.46562075614929,19.7,30.0,299.875,309.0,390.0,249.59375,23/09/2021,12:36:31
57.46910572052002,19.8,29.9,298.40625,308.8125,398.03125,260.40625,23/09/2021,12:36:34
60.450926542282104,20.1,30.5,299.21875,309.875,393.125,256.40625,23/09/2021,12:36:37
63.473000049591064,20.3,30.7,299.9375,311.34375,378.0,234.5625,23/09/2021,12:36:40
