time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,/,/,data,ora
9.5367431640625e-06,1.0,1.7,-38.834288990825684,206.09716021825398,0.0,0.0,20/09/2021,12:09:44
2.6145663261413574,0.9,1.6,-18.595183486238533,320.11439732142856,0.0,0.0,20/09/2021,12:09:47
5.73068904876709,0.9,1.5,-24.308486238532108,326.858878968254,0.0,0.0,20/09/2021,12:09:50
8.67318606376648,1.0,1.6,-19.080275229357795,299.66796875,0.0,0.0,20/09/2021,12:09:52
10.177523851394653,0.9,1.5,-29.024655963302752,267.57843501984127,0.0,0.0,20/09/2021,12:09:53
11.647794961929321,0.9,1.5,-5.740252293577982,306.69642857142856,0.0,0.0,20/09/2021,12:09:55
13.278246641159058,0.9,1.4,3.934633027522934,6.0345362103174605,0.0,0.0,20/09/2021,12:09:56
14.653546571731567,0.9,1.3,15.900229357798162,291.14862351190476,0.0,0.0,20/09/2021,12:09:57
16.131373405456543,0.9,1.3,-3.8537844036697275,79.72687251984128,0.0,0.0,20/09/2021,12:09:59
17.649736881256104,0.9,1.3,-115.04759174311926,215.11346726190476,0.0,0.0,20/09/2021,12:10:00
19.1328866481781,0.9,1.2,-136.04128440366972,98.1854538690476,0.0,0.0,20/09/2021,12:10:02
20.653932094573975,0.8,1.2,-54.653669724770644,288.5218253968254,0.0,0.0,20/09/2021,12:10:03
22.141172647476196,0.8,1.2,54.27637614678898,251.17869543650792,0.0,0.0,20/09/2021,12:10:05
23.655096292495728,0.8,1.1,-21.64048165137615,279.5055183531746,0.0,0.0,20/09/2021,12:10:06
25.138198614120483,0.9,1.1,-88.39449541284404,285.18508184523813,0.0,0.0,20/09/2021,12:10:08
26.657287120819092,0.9,1.2,-101.65366972477062,242.16238839285717,0.0,0.0,20/09/2021,12:10:09
28.133484840393066,0.9,1.3,-18.298738532110093,236.2698412698413,0.0,0.0,20/09/2021,12:10:11
29.656272172927856,0.9,1.3,-40.96330275229358,295.47929067460313,0.0,0.0,20/09/2021,12:10:12
31.13292098045349,0.9,1.4,-63.87041284403669,298.3190724206349,0.0,0.0,20/09/2021,12:10:14
32.64365100860596,1.0,1.4,-33.84862385321101,278.22761656746036,0.0,0.0,20/09/2021,12:10:15
34.145267486572266,0.9,2.0,9.486238532110088,293.9884052579365,0.0,0.0,20/09/2021,12:10:17
35.650782108306885,0.9,2.0,-52.25516055045871,228.81541418650792,0.0,0.0,20/09/2021,12:10:18
37.13256525993347,0.9,2.0,-62.11869266055046,136.87748015873018,0.0,0.0,20/09/2021,12:10:20
38.651493549346924,0.9,2.1,-82.27694954128438,183.2369171626984,0.0,0.0,20/09/2021,12:10:21
40.13270282745361,0.9,2.0,-15.199541284403672,238.32868303571428,0.0,0.0,20/09/2021,12:10:23
41.650596380233765,0.9,1.5,-65.83772935779815,275.1748511904762,0.0,0.0,20/09/2021,12:10:24
43.13425374031067,0.9,1.5,-79.47419724770641,258.70411706349205,0.0,0.0,20/09/2021,12:10:26
