UNIX time mavlink, time since system boot mavlink, lat, lon, alt, relative_alt, vx, vy, vz, hdg
1632495374086707,4837250,380094,4837250,0,0,0,0,0,0
1632495377584703,4840748,380094,4840748,0,0,0,0,0,0
1632495381080230,4844244,380094,4844244,0,0,0,0,0,0
1632495384591689,4847755,380094,4847755,0,0,0,0,0,0
1632495388083041,4851247,380094,4851247,0,0,0,0,0,0
1632495391082291,4854246,380094,4854246,0,0,0,0,0,0
1632495394080900,4857244,380094,4857244,0,0,0,0,0,0
1632495397588780,4860752,380094,4860752,0,0,0,0,0,0
1632495401080590,4864244,380094,4864244,0,0,0,0,0,0
1632495404583145,4867747,380094,4867747,0,0,0,0,0,0
1632495408082848,4871246,380094,4871246,0,0,0,0,0,0
1632495411581276,4874745,380094,4874745,0,0,0,0,0,0
1632495415084985,4878249,380094,4878249,0,0,0,0,0,0
1632495419081864,4882245,380094,4882245,0,0,0,0,0,0
1632495422582792,4885746,380094,4885746,0,0,0,0,0,0
1632495426082489,4889246,380094,4889246,0,0,0,0,0,0
1632495429583878,4892747,380094,4892747,0,0,0,0,0,0
1632495433082016,4896246,380094,4896246,0,0,0,0,0,0
1632495436582288,4899746,380094,4899746,0,0,0,0,0,0
1632495440081743,4903245,380094,4903245,0,0,0,0,0,0
1632495443587053,4906751,380094,4906751,0,0,0,0,0,0
1632495447083044,4910247,380094,4910247,0,0,0,0,0,0
1632495450086500,4913250,380094,4913250,0,0,0,0,0,0
1632495454083882,4917247,380094,4917247,0,0,0,0,0,0
1632495457584959,4920748,380094,4920748,0,0,0,0,0,0
1632495461084250,4924248,380094,4924248,0,0,0,0,0,0
1632495464584770,4927748,380094,4927748,0,0,0,0,0,0
1632495468079151,4931243,380094,4931243,0,0,0,0,0,0
1632495471583957,4934747,380094,4934747,0,0,0,0,0,0
1632495475080748,4938244,380094,4938244,0,0,0,0,0,0
1632495478584795,4941748,380094,4941748,0,0,0,0,0,0
1632495482085853,4945249,380094,4945249,0,0,0,0,0,0
1632495485584914,4948748,380094,4948748,0,0,0,0,0,0
1632495489079965,4952244,380094,4952244,0,0,0,0,0,0
1632495492583980,4955748,380094,4955748,0,0,0,0,0,0
1632495496085224,4959249,380094,4959249,0,0,0,0,0,0
1632495499587973,4962752,380094,4962752,0,0,0,0,0,0
1632495503083147,4966247,380094,4966247,0,0,0,0,0,0
1632495506583916,4969747,380094,4969747,0,0,0,0,0,0
1632495510085717,4973249,380094,4973249,0,0,0,0,0,0
1632495513583357,4976747,380094,4976747,0,0,0,0,0,0
1632495517080709,4980244,380094,4980244,0,0,0,0,0,0
1632495520586803,4983750,380094,4983750,0,0,0,0,0,0
1632495524081135,4987245,380094,4987245,0,0,0,0,0,0
1632495527582914,4990746,380094,4990746,0,0,0,0,0,0
1632495531085723,4994249,380094,4994249,0,0,0,0,0,0
1632495534588903,4997752,380094,4997752,0,0,0,0,0,0
1632495538085981,5001250,380094,5001250,0,0,0,0,0,0
1632495541586134,5004750,380094,5004750,0,0,0,0,0,0
1632495545080968,5008245,380094,5008245,0,0,0,0,0,0
1632495548080919,5011244,380094,5011244,0,0,0,0,0,0
1632495551088966,5014253,380094,5014253,0,0,0,0,0,0
1632495554084211,5017248,380094,5017248,0,0,0,0,0,0
1632495557084017,5020248,380094,5020248,0,0,0,0,0,0
1632495560584017,5023748,380094,5023748,0,0,0,0,0,0
1632495564083955,5027247,380094,5027247,0,0,0,0,0,0
1632495567584895,5030748,380094,5030748,0,0,0,0,0,0
1632495571082995,5034247,380094,5034247,0,0,0,0,0,0
1632495574588300,5037752,380094,5037752,0,0,0,0,0,0
1632495578083859,5041247,380094,5041247,0,0,0,0,0,0
1632495583081911,5046245,380094,5046245,0,0,0,0,0,0
1632495587081841,5050245,380094,5050245,0,0,0,0,0,0
1632495591086831,5054250,380094,5054250,0,0,0,0,0,0
1632495594585482,5057749,380095,5057749,0,0,0,0,0,0
1632495598085000,5061249,380095,5061249,0,0,0,0,0,0
1632495601080937,5064244,380095,5064244,0,0,0,0,0,0
1632495604583787,5067747,380095,5067747,0,0,0,0,0,0
1632495608082054,5071246,380095,5071246,0,0,0,0,0,0
1632495611584843,5074748,380095,5074748,0,0,0,0,0,0
1632495615083856,5078247,380095,5078247,0,0,0,0,0,0
1632495618586262,5081750,380095,5081750,0,0,0,0,0,0
1632495621579212,5084743,380095,5084743,0,0,0,0,0,0
1632495625582060,5088746,380095,5088746,0,0,0,0,0,0
1632495628583295,5091747,380095,5091747,0,0,0,0,0,0
1632495631583913,5094747,380095,5094747,0,0,0,0,0,0
1632495635084730,5098248,380095,5098248,0,0,0,0,0,0
1632495638086036,5101250,380095,5101250,0,0,0,0,0,0
1632495641586913,5104751,380095,5104751,0,0,0,0,0,0
1632495644582866,5107746,380095,5107746,0,0,0,0,0,0
1632495647580962,5110744,380095,5110744,0,0,0,0,0,0
1632495651082841,5114246,380095,5114246,0,0,0,0,0,0
1632495654582798,5117746,380095,5117746,0,0,0,0,0,0
1632495658082026,5121246,380095,5121246,0,0,0,0,0,0
1632495661080136,5124244,380095,5124244,0,0,0,0,0,0
1632495664582508,5127746,380095,5127746,0,0,0,0,0,0
1632495668083921,5131247,380095,5131247,0,0,0,0,0,0
1632495671582021,5134746,380095,5134746,0,0,0,0,0,0
1632495675079985,5138244,380095,5138244,0,0,0,0,0,0
1632495678579861,5141743,380095,5141743,0,0,0,0,0,0
1632495682084028,5145248,380095,5145248,0,0,0,0,0,0
1632495685585997,5148750,380095,5148750,0,0,0,0,0,0
1632495689084872,5152248,380095,5152248,0,0,0,0,0,0
1632495692580147,5155744,380095,5155744,0,0,0,0,0,0
1632495696083769,5159247,380095,5159247,0,0,0,0,0,0
1632495699584768,5162748,380095,5162748,0,0,0,0,0,0
1632495703083052,5166247,380095,5166247,0,0,0,0,0,0
1632495706585930,5169749,380095,5169749,0,0,0,0,0,0
1632495710084904,5173248,380095,5173248,0,0,0,0,0,0
1632495713585893,5176749,380095,5176749,0,0,0,0,0,0
1632495717082516,5180246,380095,5180246,0,0,0,0,0,0
1632495720580318,5183744,380095,5183744,0,0,0,0,0,0
1632495724081492,5187245,380095,5187245,0,0,0,0,0,0
1632495727590218,5190754,380095,5190754,0,0,0,0,0,0
1632495731582515,5194746,380095,5194746,0,0,0,0,0,0
1632495734581221,5197745,380095,5197745,0,0,0,0,0,0
1632495738083045,5201247,380095,5201247,0,0,0,0,0,0
1632495741580283,5204744,380095,5204744,0,0,0,0,0,0
1632495745083921,5208247,380095,5208247,0,0,0,0,0,0
1632495748587255,5211751,380095,5211751,0,0,0,0,0,0
1632495752084335,5215248,380095,5215248,0,0,0,0,0,0
1632495755583015,5218747,380095,5218747,0,0,0,0,0,0
1632495759079958,5222243,380095,5222243,0,0,0,0,0,0
1632495762581142,5225745,380095,5225745,0,0,0,0,0,0
1632495765585931,5228749,380095,5228749,0,0,0,0,0,0
1632495769085144,5232249,380095,5232249,0,0,0,0,0,0
1632495772083051,5235247,380095,5235247,0,0,0,0,0,0
1632495775582943,5238746,380095,5238746,0,0,0,0,0,0
1632495779085958,5242249,380095,5242249,0,0,0,0,0,0
1632495782080479,5245244,380095,5245244,0,0,0,0,0,0
1632495785585251,5248749,380095,5248749,0,0,0,0,0,0
1632495789581094,5252745,380095,5252745,0,0,0,0,0,0
1632495793083368,5256247,380095,5256247,0,0,0,0,0,0
1632495797083901,5260247,380095,5260247,0,0,0,0,0,0
1632495800585148,5263749,380095,5263749,0,0,0,0,0,0
1632495804082257,5267246,380095,5267246,0,0,0,0,0,0
1632495807584038,5270748,380095,5270748,0,0,0,0,0,0
1632495811085211,5274249,380095,5274249,0,0,0,0,0,0
