time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,/,/,data,ora
1.0967254638671875e-05,19.4,30.5,-125.26146788990823,589.3257068452381,0.0,0.0,23/09/2021,12:35:37
4.773720026016235,19.2,30.7,-49.31766055045872,524.2947048611111,0.0,0.0,23/09/2021,12:35:42
8.036397218704224,19.2,30.2,-125.85435779816511,351.91995287698415,0.0,0.0,23/09/2021,12:35:45
11.094024419784546,19.4,31.6,-39.21158256880734,587.5508432539683,0.0,0.0,23/09/2021,12:35:49
14.959219932556152,19.1,29.6,-7.680619266055046,559.791976686508,0.0,0.0,23/09/2021,12:35:52
18.235445261001587,19.3,30.0,-36.24713302752293,637.531001984127,0.0,0.0,23/09/2021,12:35:55
21.460682153701782,19.4,30.0,-64.16685779816514,486.2416294642857,0.0,0.0,23/09/2021,12:35:58
24.4714515209198,19.4,30.3,-104.69896788990825,-4.046688988095238,0.0,0.0,23/09/2021,12:36:01
27.41623878479004,19.4,30.6,-85.13360091743118,365.9058779761904,0.0,0.0,23/09/2021,12:36:04
30.458374738693237,19.4,31.5,-43.87385321100916,242.8723338293651,0.0,0.0,23/09/2021,12:36:07
33.48636984825134,19.4,32.5,-84.32511467889907,24.990079365079367,0.0,0.0,23/09/2021,12:36:10
36.52152681350708,19.5,32.5,-88.47534403669724,357.38653273809524,0.0,0.0,23/09/2021,12:36:13
39.470065116882324,19.4,31.5,-42.84977064220183,566.4654637896825,0.0,0.0,23/09/2021,12:36:16
42.51383829116821,19.4,31.6,-98.04243119266053,562.9157366071429,0.0,0.0,23/09/2021,12:36:19
45.408905029296875,19.5,31.7,-16.277522935779814,547.367931547619,0.0,0.0,23/09/2021,12:36:22
48.395079135894775,19.7,32.4,-68.31708715596329,580.6643725198412,0.0,0.0,23/09/2021,12:36:25
51.42920780181885,19.6,29.8,-17.651949541284402,592.0234995039683,0.0,0.0,23/09/2021,12:36:28
54.46562075614929,19.7,30.0,-66.61926605504586,478.85819692460313,0.0,0.0,23/09/2021,12:36:31
57.46910572052002,19.8,29.9,-76.21330275229356,589.0417286706349,0.0,0.0,23/09/2021,12:36:34
60.450926542282104,20.1,30.5,-86.61582568807339,539.487537202381,0.0,0.0,23/09/2021,12:36:37
63.473000049591064,20.3,30.7,-104.48337155963301,321.8892609126984,0.0,0.0,23/09/2021,12:36:40
