UNIX time mavlink, time since system boot mavlink, lat, lon, alt, relative_alt, vx, vy, vz, hdg
1631624143719950,15812267,379892,15812267,0,0,0,0,0,0
1631624148218256,15816765,379892,15816765,0,0,0,0,0,0
1631624151213049,15819760,379892,15819760,0,0,0,0,0,0
1631624154216020,15822763,379892,15822763,0,0,0,0,0,0
1631624157211071,15825758,379892,15825758,0,0,0,0,0,0
1631624160217270,15828764,379892,15828764,0,0,0,0,0,0
1631624163217087,15831764,379892,15831764,0,0,0,0,0,0
1631624166213160,15834760,379892,15834760,0,0,0,0,0,0
1631624169217048,15837764,379892,15837764,0,0,0,0,0,0
1631624172219870,15840767,379892,15840767,0,0,0,0,0,0
1631624175216054,15843763,379892,15843763,0,0,0,0,0,0
1631624178215045,15846762,379892,15846762,0,0,0,0,0,0
1631624181214941,15849762,379892,15849762,0,0,0,0,0,0
1631624184216069,15852763,379892,15852763,0,0,0,0,0,0
1631624187217968,15855765,379892,15855765,0,0,0,0,0,0
1631624190211045,15858758,379892,15858758,0,0,0,0,0,0
1631624193711080,15862258,379892,15862258,0,0,0,0,0,0
1631624196713015,15865260,379892,15865260,0,0,0,0,0,0
1631624199716830,15868264,379892,15868264,0,0,0,0,0,0
1631624202710953,15871258,379892,15871258,0,0,0,0,0,0
1631624205716722,15874264,379892,15874264,0,0,0,0,0,0
1631624208711025,15877258,379892,15877258,0,0,0,0,0,0
1631624211717969,15880265,379892,15880265,0,0,0,0,0,0
1631624214712834,15883260,379892,15883260,0,0,0,0,0,0
1631624217712848,15886260,379892,15886260,0,0,0,0,0,0
1631624220711521,15889258,379892,15889258,0,0,0,0,0,0
1631624223710779,15892258,379892,15892258,0,0,0,0,0,0
1631624226716801,15895264,379892,15895264,0,0,0,0,0,0
1631624229713079,15898260,379892,15898260,0,0,0,0,0,0
1631624232715975,15901263,379892,15901263,0,0,0,0,0,0
1631624235715065,15904262,379892,15904262,0,0,0,0,0,0
1631624238716924,15907264,379892,15907264,0,0,0,0,0,0
