time_elapsed,pm25 [ug]/m3,pm10 [ug]/m3,NO2  [ug/m3] ,CO  [ug/m3] ,/,/,data,ora
9.5367431640625e-06,18.4,20.6,-61.094610091743114,351.281001984127,0.0,0.0,24/09/2021,16:33:04
4.3160412311553955,18.4,20.6,48.83256880733944,71.6334945436508,0.0,0.0,24/09/2021,16:33:08
7.522353887557983,18.5,20.7,-10.159977064220184,262.9637896825397,0.0,0.0,24/09/2021,16:33:11
10.709302186965942,18.4,20.6,-30.45298165137615,214.47451636904762,0.0,0.0,24/09/2021,16:33:15
13.977824926376343,18.5,20.6,-63.034977064220165,294.2013888888889,0.0,0.0,24/09/2021,16:33:18
17.053771018981934,18.5,20.6,-7.3572247706422,153.56119791666669,0.0,0.0,24/09/2021,16:33:21
20.076226949691772,18.5,20.7,-15.199541284403672,225.47867063492063,0.0,0.0,24/09/2021,16:33:24
23.144213676452637,18.6,20.8,-24.38933486238532,-30.74063740079365,0.0,0.0,24/09/2021,16:33:27
25.96171760559082,18.8,21.0,34.6032110091743,262.1118551587302,0.0,0.0,24/09/2021,16:33:30
29.04508113861084,18.9,21.2,-44.35894495412844,182.73995535714286,0.0,0.0,24/09/2021,16:33:33
32.91095852851868,18.8,21.0,-52.22821100917431,215.11346726190476,0.0,0.0,24/09/2021,16:33:37
36.055492639541626,18.9,21.2,-74.83887614678898,176.847408234127,0.0,0.0,24/09/2021,16:33:40
39.055320024490356,18.9,21.4,18.918577981651374,262.53782242063494,0.0,0.0,24/09/2021,16:33:43
42.098169565200806,19.1,23.3,-64.57110091743118,6001.026785714285,0.0,0.0,24/09/2021,16:33:46
45.01347017288208,19.1,23.4,-60.528669724770644,7034.636346726191,0.0,0.0,24/09/2021,16:33:49
48.23875403404236,19.1,23.3,21.370986238532108,8637.125186011905,0.0,0.0,24/09/2021,16:33:52
51.57383441925049,18.8,22.6,-43.927752293577974,8512.529761904761,0.0,0.0,24/09/2021,16:33:55
54.536768198013306,19.0,22.7,-74.38073394495413,7849.724702380952,0.0,0.0,24/09/2021,16:33:58
58.055198669433594,19.2,22.9,-9.189793577981648,6684.278273809524,0.0,0.0,24/09/2021,16:34:02
61.116567611694336,19.0,22.6,-22.664564220183482,5546.519717261905,0.0,0.0,24/09/2021,16:34:05
64.59019827842712,19.1,24.0,9.755733944954125,5098.189174107143,0.0,0.0,24/09/2021,16:34:08
