UNIX time mavlink, time since system boot mavlink, lat, lon, alt, relative_alt, vx, vy, vz, hdg
1631624045714886,15714262,379892,15714262,0,0,0,0,0,0
1631624050717771,15719265,379892,15719265,0,0,0,0,0,0
1631624053712712,15722260,379892,15722260,0,0,0,0,0,0
1631624056715254,15725262,379892,15725262,0,0,0,0,0,0
1631624059716975,15728264,379892,15728264,0,0,0,0,0,0
1631624062713891,15731261,379892,15731261,0,0,0,0,0,0
1631624066215745,15734763,379892,15734763,0,0,0,0,0,0
